Log_ID,Timestamp,Username,IP_Address,Country,Login_Status,Failed_Attempts,Device,OS,Browser,Risk_Score,Attack_Type,Threat_Label
230,2026-02-04 06:30:00,anita,192.168.230.100,India,Success,1,Mobile,macOS,Edge,23,Safe,Safe
231,2026-01-28 16:04:00,alice,192.168.229.157,Australia,Failed,6,Desktop,Linux,Safari,99,Malware,Threat
232,2026-01-07 17:39:00,amit,192.168.7.153,USA,Success,3,Mobile,Android,Firefox,23,Safe,Safe
233,2026-01-19 03:58:00,sneha,192.168.219.149,Nigeria,Success,2,Desktop,Windows,Edge,16,Safe,Safe
234,2026-01-23 01:26:00,komal,192.168.176.127,Japan,Failed,8,Mobile,Android,Edge,100,Credential Stuffing,Threat
235,2026-01-27 00:28:00,anita,192.168.30.226,Australia,Failed,4,Mobile,Windows,Edge,83,Brute Force,Threat
236,2026-01-30 04:18:00,guest,192.168.68.21,China,Failed,7,Laptop,Linux,Firefox,88,Phishing,Threat
237,2026-02-01 15:00:00,bob,192.168.138.96,Australia,Failed,6,Laptop,Ubuntu,Safari,95,Brute Force,Threat
238,2026-02-04 22:24:00,admin,192.168.86.28,Japan,Failed,7,Desktop,Android,Edge,98,Phishing,Threat
239,2026-01-21 01:01:00,john,192.168.211.216,Japan,Success,1,Laptop,macOS,Edge,31,Safe,Safe
240,2026-01-27 08:49:00,bob,192.168.8.224,China,Failed,5,Laptop,Windows,Firefox,73,Credential Stuffing,Threat
241,2026-01-21 19:55:00,test,192.168.30.209,Russia,Success,2,Laptop,Linux,Edge,4,Safe,Safe
242,2026-01-26 17:47:00,guest,192.168.57.64,Nigeria,Failed,7,Laptop,Ubuntu,Chrome,83,Phishing,Threat
243,2026-01-21 15:42:00,sneha,192.168.251.117,Australia,Success,3,Laptop,Android,Edge,39,Safe,Safe
244,2026-02-04 15:05:00,rohit,192.168.163.216,Nigeria,Failed,4,Laptop,Ubuntu,Edge,74,Brute Force,Threat
245,2026-01-29 19:15:00,admin,192.168.134.122,Brazil,Success,0,Laptop,macOS,Firefox,7,Safe,Safe
246,2026-01-25 23:07:00,aditya,192.168.159.148,UK,Failed,7,Laptop,macOS,Edge,99,Credential Stuffing,Threat
247,2026-02-04 09:01:00,rahul,192.168.169.134,Germany,Failed,8,Mobile,Android,Chrome,81,Phishing,Threat
248,2026-01-18 10:24:00,rohit,192.168.181.76,Germany,Success,2,Desktop,Windows,Safari,17,Safe,Safe
249,2026-01-16 06:44:00,john,192.168.145.167,Nigeria,Failed,8,Laptop,Ubuntu,Chrome,78,Malware,Threat
250,2026-01-11 19:28:00,anita,192.168.245.153,China,Failed,8,Laptop,macOS,Firefox,78,Malware,Threat
251,2026-01-28 07:24:00,sneha,192.168.138.206,Brazil,Success,1,Mobile,macOS,Firefox,11,Safe,Safe
252,2026-01-15 04:56:00,komal,192.168.170.224,Germany,Success,1,Desktop,Linux,Firefox,25,Safe,Safe
253,2026-01-13 07:25:00,rahul,192.168.36.38,Nigeria,Failed,7,Mobile,Windows,Firefox,91,Malware,Threat
254,2026-01-08 04:43:00,priya,192.168.90.186,Brazil,Success,3,Mobile,macOS,Firefox,22,Safe,Safe
255,2026-01-27 22:13:00,alice,192.168.138.76,USA,Failed,5,Mobile,Ubuntu,Safari,76,Phishing,Threat
256,2026-01-06 10:05:00,admin,192.168.225.145,Germany,Failed,5,Laptop,Windows,Edge,86,Phishing,Threat
257,2026-01-28 17:40:00,priya,192.168.155.213,Nigeria,Failed,6,Mobile,Linux,Edge,99,Credential Stuffing,Threat
258,2026-01-07 04:46:00,rohit,192.168.151.165,Australia,Failed,4,Laptop,macOS,Firefox,86,Credential Stuffing,Threat
259,2026-01-06 03:25:00,komal,192.168.240.216,Germany,Failed,7,Desktop,Linux,Edge,92,Brute Force,Threat
260,2026-01-02 15:26:00,pooja,192.168.40.199,Russia,Success,1,Mobile,Android,Firefox,6,Safe,Safe
261,2026-01-27 00:23:00,guest,192.168.170.233,Australia,Failed,4,Mobile,Linux,Firefox,96,Phishing,Threat
262,2026-01-13 03:43:00,rahul,192.168.29.5,USA,Success,3,Mobile,Windows,Edge,33,Safe,Safe
263,2026-02-03 06:38:00,priya,192.168.107.98,Japan,Success,1,Laptop,Linux,Safari,9,Safe,Safe
264,2026-01-31 04:08:00,alice,192.168.69.197,Russia,Failed,4,Laptop,Ubuntu,Firefox,78,Phishing,Threat
265,2026-01-12 12:38:00,komal,192.168.160.30,Japan,Success,0,Laptop,Android,Safari,11,Safe,Safe
266,2026-01-11 19:34:00,john,192.168.101.81,Germany,Failed,6,Mobile,Linux,Chrome,72,Malware,Threat
267,2026-01-27 09:35:00,priya,192.168.189.51,India,Failed,6,Laptop,macOS,Chrome,98,Brute Force,Threat
268,2026-01-18 22:37:00,bob,192.168.27.110,India,Failed,4,Laptop,Windows,Edge,82,Credential Stuffing,Threat
269,2026-01-13 02:45:00,admin,192.168.57.57,UK,Failed,6,Mobile,Windows,Firefox,97,Malware,Threat
270,2026-01-11 20:17:00,admin,192.168.179.165,Australia,Success,2,Desktop,macOS,Safari,11,Safe,Safe
271,2026-02-01 04:18:00,guest,192.168.5.85,Germany,Failed,7,Laptop,Ubuntu,Chrome,73,Phishing,Threat
272,2026-01-25 20:40:00,aditya,192.168.175.91,Australia,Failed,7,Desktop,macOS,Firefox,92,Phishing,Threat
273,2026-01-27 09:43:00,sneha,192.168.234.82,India,Success,3,Desktop,macOS,Chrome,25,Safe,Safe
274,2026-01-07 21:04:00,anita,192.168.119.24,China,Success,0,Laptop,Linux,Edge,12,Safe,Safe
275,2026-01-31 07:20:00,vijay,192.168.52.193,Russia,Success,1,Desktop,Ubuntu,Firefox,22,Safe,Safe
276,2026-02-02 16:41:00,guest,192.168.233.174,Australia,Success,1,Mobile,Ubuntu,Chrome,20,Safe,Safe
277,2026-01-07 19:05:00,priya,192.168.20.13,Nigeria,Failed,8,Laptop,Linux,Chrome,85,Phishing,Threat
278,2026-01-30 16:59:00,admin,192.168.252.2,Australia,Success,0,Desktop,Windows,Safari,11,Safe,Safe
279,2026-01-02 13:13:00,komal,192.168.80.67,Australia,Success,2,Laptop,Windows,Edge,9,Safe,Safe
280,2026-01-21 22:23:00,sneha,192.168.30.238,Japan,Success,1,Laptop,Linux,Firefox,33,Safe,Safe
281,2026-01-05 17:06:00,priya,192.168.227.22,Germany,Success,3,Mobile,Android,Firefox,18,Safe,Safe
282,2026-01-25 02:42:00,vijay,192.168.168.34,Japan,Failed,8,Mobile,Android,Firefox,95,Phishing,Threat
283,2026-01-07 21:05:00,admin,192.168.12.68,Brazil,Success,2,Laptop,Android,Firefox,29,Safe,Safe
284,2026-01-08 17:29:00,aditya,192.168.187.127,Japan,Failed,5,Laptop,Windows,Safari,100,Malware,Threat
285,2026-02-03 12:33:00,priya,192.168.241.139,China,Success,0,Desktop,Ubuntu,Safari,10,Safe,Safe
286,2026-01-04 02:03:00,guest,192.168.137.44,Japan,Failed,8,Laptop,Windows,Edge,78,Malware,Threat
287,2026-01-16 02:48:00,bob,192.168.67.23,China,Failed,6,Laptop,Windows,Chrome,94,Credential Stuffing,Threat
288,2026-01-11 16:01:00,priya,192.168.148.163,Russia,Success,3,Mobile,macOS,Firefox,37,Safe,Safe
289,2026-01-18 21:43:00,rohit,192.168.180.157,Nigeria,Success,0,Desktop,macOS,Safari,33,Safe,Safe
290,2026-02-04 01:36:00,guest,192.168.91.231,Nigeria,Success,2,Mobile,macOS,Safari,9,Safe,Safe
291,2026-02-01 19:24:00,pooja,192.168.220.7,China,Success,2,Laptop,Windows,Edge,17,Safe,Safe
292,2026-01-13 19:44:00,anita,192.168.238.66,UK,Failed,6,Desktop,Linux,Firefox,71,Malware,Threat
293,2026-01-08 16:33:00,anita,192.168.87.52,Nigeria,Failed,4,Laptop,Android,Firefox,94,Brute Force,Threat
294,2026-01-04 19:19:00,rahul,192.168.236.246,Brazil,Failed,7,Desktop,Linux,Safari,75,Phishing,Threat
295,2026-01-15 23:44:00,rahul,192.168.2.139,Germany,Failed,7,Mobile,Ubuntu,Safari,81,Malware,Threat
296,2026-01-09 16:01:00,rahul,192.168.181.12,India,Success,3,Laptop,Ubuntu,Firefox,11,Safe,Safe
297,2026-01-28 18:17:00,guest,192.168.41.64,Brazil,Failed,4,Mobile,macOS,Chrome,89,Phishing,Threat
298,2026-01-17 02:49:00,rohit,192.168.152.162,Brazil,Success,1,Laptop,macOS,Chrome,18,Safe,Safe
299,2026-01-22 18:55:00,priya,192.168.229.13,Australia,Success,1,Desktop,Ubuntu,Edge,34,Safe,Safe
300,2026-01-09 06:23:00,komal,192.168.41.119,Brazil,Failed,8,Laptop,macOS,Safari,100,Phishing,Threat
301,2026-02-01 21:40:00,priya,192.168.13.199,Australia,Success,0,Mobile,Ubuntu,Safari,28,Safe,Safe
302,2026-01-18 15:07:00,bob,192.168.17.149,USA,Failed,6,Laptop,Windows,Safari,93,Phishing,Threat
303,2026-01-23 13:11:00,anita,192.168.183.246,UK,Success,2,Laptop,macOS,Firefox,6,Safe,Safe
304,2026-01-09 01:39:00,anita,192.168.116.178,Japan,Success,3,Laptop,Windows,Chrome,32,Safe,Safe
305,2026-01-27 00:22:00,test,192.168.219.89,Germany,Failed,5,Mobile,Android,Chrome,98,Brute Force,Threat
306,2026-01-02 19:26:00,komal,192.168.94.193,Japan,Failed,4,Desktop,Android,Firefox,70,Brute Force,Threat
307,2026-01-23 07:59:00,sneha,192.168.66.161,Brazil,Failed,4,Laptop,macOS,Chrome,86,Credential Stuffing,Threat
308,2026-01-20 08:23:00,pooja,192.168.37.204,Australia,Failed,6,Laptop,Ubuntu,Chrome,75,Phishing,Threat
309,2026-01-07 10:04:00,rohit,192.168.51.138,Brazil,Success,0,Laptop,macOS,Firefox,19,Safe,Safe
310,2026-01-31 05:04:00,priya,192.168.112.196,Germany,Failed,8,Desktop,Windows,Edge,95,Phishing,Threat
311,2026-01-08 10:56:00,amit,192.168.194.205,USA,Failed,5,Desktop,Android,Chrome,96,Brute Force,Threat
312,2026-01-24 22:19:00,admin,192.168.114.99,Brazil,Failed,4,Mobile,Linux,Firefox,80,Malware,Threat
313,2026-01-24 16:34:00,guest,192.168.10.47,China,Success,3,Laptop,Android,Firefox,14,Safe,Safe
314,2026-01-10 07:41:00,rohit,192.168.123.101,Australia,Success,1,Mobile,Linux,Chrome,27,Safe,Safe
315,2026-01-04 02:25:00,sneha,192.168.70.38,Australia,Failed,7,Mobile,Windows,Chrome,82,Brute Force,Threat
316,2026-01-06 18:06:00,amit,192.168.185.13,China,Success,1,Mobile,Android,Chrome,18,Safe,Safe
317,2026-01-29 19:55:00,aditya,192.168.220.28,UK,Failed,8,Desktop,Android,Chrome,99,Phishing,Threat
318,2026-01-24 11:46:00,john,192.168.132.19,Brazil,Failed,8,Laptop,Ubuntu,Chrome,83,Malware,Threat
319,2026-01-27 09:04:00,alice,192.168.60.202,Australia,Success,2,Laptop,macOS,Firefox,23,Safe,Safe
320,2026-01-23 16:12:00,amit,192.168.33.146,Russia,Success,2,Desktop,macOS,Firefox,13,Safe,Safe
321,2026-01-18 07:38:00,john,192.168.127.75,China,Success,0,Desktop,Android,Safari,19,Safe,Safe
322,2026-02-03 14:23:00,guest,192.168.45.236,Australia,Failed,4,Laptop,Windows,Chrome,70,Malware,Threat
323,2026-01-16 05:54:00,vijay,192.168.48.7,Brazil,Failed,5,Mobile,Windows,Safari,73,Credential Stuffing,Threat
324,2026-01-13 21:40:00,amit,192.168.102.65,Brazil,Success,0,Desktop,Windows,Edge,28,Safe,Safe
325,2026-01-10 09:40:00,admin,192.168.46.3,Brazil,Success,3,Mobile,macOS,Edge,13,Safe,Safe
326,2026-01-18 18:25:00,rahul,192.168.231.26,Russia,Failed,5,Desktop,Android,Edge,85,Credential Stuffing,Threat
327,2026-01-06 09:15:00,rahul,192.168.169.164,Japan,Failed,5,Mobile,Linux,Edge,77,Brute Force,Threat
328,2026-01-09 08:16:00,sneha,192.168.145.16,Japan,Success,0,Mobile,macOS,Chrome,10,Safe,Safe
329,2026-01-24 08:03:00,aditya,192.168.182.201,Brazil,Failed,6,Laptop,Ubuntu,Firefox,98,Credential Stuffing,Threat
330,2026-01-26 14:24:00,komal,192.168.57.64,USA,Success,0,Mobile,macOS,Chrome,14,Safe,Safe
331,2026-01-18 10:25:00,test,192.168.118.58,India,Failed,7,Mobile,Ubuntu,Edge,91,Credential Stuffing,Threat
332,2026-01-10 04:17:00,john,192.168.217.159,Australia,Success,2,Desktop,macOS,Safari,2,Safe,Safe
333,2026-01-07 03:27:00,rahul,192.168.35.121,Germany,Failed,7,Laptop,Windows,Safari,73,Phishing,Threat
334,2026-02-01 04:09:00,rohit,192.168.82.61,Australia,Success,1,Laptop,Android,Firefox,29,Safe,Safe
335,2026-02-04 00:40:00,guest,192.168.154.182,China,Success,1,Desktop,Linux,Safari,14,Safe,Safe
336,2026-01-27 12:09:00,vijay,192.168.23.119,Nigeria,Failed,8,Laptop,macOS,Chrome,74,Malware,Threat
337,2026-01-24 04:47:00,rahul,192.168.221.48,India,Success,1,Desktop,Ubuntu,Edge,14,Safe,Safe
338,2026-01-05 00:26:00,amit,192.168.249.243,UK,Success,2,Laptop,Ubuntu,Edge,18,Safe,Safe
339,2026-01-13 15:39:00,sneha,192.168.243.4,Russia,Failed,4,Laptop,Android,Chrome,81,Credential Stuffing,Threat
340,2026-01-10 22:39:00,anita,192.168.157.35,China,Failed,4,Laptop,Android,Safari,80,Brute Force,Threat
341,2026-01-24 18:43:00,test,192.168.119.73,USA,Success,3,Mobile,Ubuntu,Firefox,17,Safe,Safe
342,2026-01-11 23:11:00,priya,192.168.3.112,UK,Success,1,Mobile,Android,Chrome,30,Safe,Safe
343,2026-01-17 10:37:00,priya,192.168.38.78,Japan,Failed,5,Mobile,Android,Chrome,73,Credential Stuffing,Threat
344,2026-01-17 15:36:00,bob,192.168.255.245,Australia,Failed,6,Mobile,Android,Chrome,99,Brute Force,Threat
345,2026-01-14 06:36:00,guest,192.168.164.97,China,Failed,7,Mobile,Ubuntu,Firefox,72,Phishing,Threat
346,2026-01-28 13:26:00,alice,192.168.11.122,Germany,Failed,5,Mobile,Windows,Firefox,76,Phishing,Threat
347,2026-01-15 21:06:00,pooja,192.168.243.104,Nigeria,Failed,8,Mobile,Android,Edge,80,Brute Force,Threat
348,2026-01-26 22:11:00,guest,192.168.139.214,Japan,Failed,6,Laptop,macOS,Chrome,82,Credential Stuffing,Threat
349,2026-02-04 14:24:00,test,192.168.202.199,Brazil,Success,2,Mobile,macOS,Firefox,25,Safe,Safe
350,2026-01-14 04:58:00,aditya,192.168.13.188,Japan,Success,3,Laptop,Linux,Edge,34,Safe,Safe
351,2026-01-06 05:50:00,rahul,192.168.172.43,UK,Failed,4,Desktop,Ubuntu,Chrome,76,Brute Force,Threat
352,2026-02-04 23:53:00,guest,192.168.153.248,Russia,Failed,6,Laptop,Android,Edge,77,Credential Stuffing,Threat
353,2026-01-31 00:58:00,vijay,192.168.232.29,Nigeria,Success,2,Mobile,Linux,Safari,12,Safe,Safe
354,2026-01-11 03:11:00,pooja,192.168.46.4,Brazil,Failed,4,Desktop,Ubuntu,Firefox,74,Malware,Threat
355,2026-01-15 07:54:00,sneha,192.168.62.172,UK,Success,0,Mobile,macOS,Chrome,21,Safe,Safe
356,2026-01-04 05:52:00,guest,192.168.168.232,India,Success,2,Mobile,macOS,Edge,39,Safe,Safe
357,2026-01-16 17:00:00,john,192.168.69.43,Nigeria,Failed,4,Laptop,Linux,Edge,94,Brute Force,Threat
358,2026-01-03 11:19:00,alice,192.168.217.214,Brazil,Success,3,Desktop,Windows,Edge,40,Safe,Safe
359,2026-02-02 01:38:00,rahul,192.168.5.239,Australia,Failed,4,Laptop,Ubuntu,Edge,97,Credential Stuffing,Threat
360,2026-01-11 13:41:00,amit,192.168.217.79,Germany,Failed,8,Laptop,Windows,Chrome,97,Credential Stuffing,Threat
361,2026-01-08 21:55:00,guest,192.168.232.42,USA,Failed,7,Laptop,Windows,Firefox,76,Malware,Threat
362,2026-02-04 12:54:00,pooja,192.168.98.235,China,Success,1,Desktop,Linux,Edge,11,Safe,Safe
363,2026-02-03 00:30:00,test,192.168.196.31,Australia,Success,2,Desktop,Ubuntu,Edge,24,Safe,Safe
364,2026-01-04 22:54:00,priya,192.168.84.106,India,Failed,8,Laptop,Windows,Firefox,85,Phishing,Threat
365,2026-01-01 11:42:00,aditya,192.168.15.172,China,Success,3,Laptop,Android,Chrome,36,Safe,Safe
366,2026-01-27 00:35:00,aditya,192.168.2.72,Japan,Failed,4,Mobile,Ubuntu,Firefox,99,Brute Force,Threat
367,2026-01-16 05:26:00,komal,192.168.181.102,China,Success,2,Laptop,Linux,Edge,34,Safe,Safe
368,2026-01-27 14:35:00,rohit,192.168.124.193,Germany,Success,3,Desktop,Windows,Chrome,24,Safe,Safe
369,2026-01-10 23:08:00,john,192.168.69.156,Brazil,Success,0,Desktop,Android,Edge,37,Safe,Safe
370,2026-01-04 06:21:00,amit,192.168.92.20,China,Failed,7,Desktop,Android,Safari,98,Brute Force,Threat
371,2026-01-24 14:15:00,rohit,192.168.188.178,Russia,Success,3,Mobile,Linux,Safari,32,Safe,Safe
372,2026-01-20 09:29:00,rahul,192.168.181.98,UK,Failed,4,Laptop,Android,Safari,70,Brute Force,Threat
373,2026-01-20 03:38:00,admin,192.168.179.151,Russia,Failed,7,Laptop,Android,Safari,96,Credential Stuffing,Threat
374,2026-01-20 16:49:00,alice,192.168.241.65,Japan,Success,0,Mobile,macOS,Edge,28,Safe,Safe
375,2026-01-25 11:07:00,rahul,192.168.165.14,Russia,Success,2,Mobile,Linux,Firefox,18,Safe,Safe
376,2026-01-20 10:54:00,priya,192.168.236.214,Brazil,Failed,7,Laptop,Linux,Edge,70,Malware,Threat
377,2026-01-11 08:17:00,komal,192.168.240.68,UK,Success,3,Mobile,Android,Edge,16,Safe,Safe
378,2026-02-01 21:51:00,john,192.168.254.155,India,Failed,5,Laptop,Ubuntu,Safari,100,Phishing,Threat
379,2026-01-09 18:27:00,vijay,192.168.164.58,Australia,Success,3,Desktop,Ubuntu,Firefox,39,Safe,Safe
380,2026-01-31 21:46:00,john,192.168.98.214,India,Failed,5,Desktop,Windows,Edge,99,Malware,Threat
381,2026-02-03 14:00:00,komal,192.168.3.143,India,Success,2,Mobile,Ubuntu,Safari,36,Safe,Safe
382,2026-01-23 11:15:00,pooja,192.168.34.35,Nigeria,Failed,5,Mobile,Windows,Safari,86,Credential Stuffing,Threat
383,2026-01-09 05:49:00,amit,192.168.154.77,China,Success,1,Laptop,macOS,Chrome,16,Safe,Safe
384,2026-01-02 23:56:00,pooja,192.168.73.134,Russia,Failed,8,Laptop,Windows,Chrome,98,Phishing,Threat
385,2026-01-25 01:59:00,admin,192.168.83.145,Australia,Failed,7,Desktop,Windows,Safari,94,Phishing,Threat
386,2026-01-05 08:01:00,pooja,192.168.149.23,Germany,Success,0,Laptop,Android,Firefox,14,Safe,Safe
387,2026-01-07 08:23:00,rahul,192.168.119.238,Brazil,Failed,4,Desktop,Linux,Safari,87,Brute Force,Threat
388,2026-01-27 06:50:00,guest,192.168.231.210,Brazil,Failed,7,Laptop,Ubuntu,Safari,97,Malware,Threat
389,2026-01-06 02:11:00,rohit,192.168.63.50,Australia,Failed,7,Mobile,Android,Chrome,85,Brute Force,Threat
390,2026-02-01 09:09:00,anita,192.168.44.129,Germany,Success,1,Desktop,Linux,Firefox,13,Safe,Safe
391,2026-01-20 10:22:00,rahul,192.168.205.114,USA,Failed,7,Mobile,Ubuntu,Edge,82,Phishing,Threat
392,2026-01-17 22:33:00,anita,192.168.77.61,Germany,Failed,6,Desktop,Ubuntu,Firefox,91,Credential Stuffing,Threat
393,2026-01-31 01:22:00,vijay,192.168.254.43,India,Failed,4,Desktop,Ubuntu,Firefox,88,Phishing,Threat
394,2026-01-23 07:49:00,test,192.168.24.199,Japan,Success,1,Desktop,Android,Safari,16,Safe,Safe
395,2026-01-25 07:29:00,john,192.168.186.240,China,Failed,4,Mobile,Linux,Safari,72,Brute Force,Threat
396,2026-01-14 04:08:00,john,192.168.133.36,USA,Success,0,Desktop,Ubuntu,Chrome,18,Safe,Safe
397,2026-01-23 12:27:00,rohit,192.168.250.238,Brazil,Failed,8,Mobile,Ubuntu,Firefox,90,Phishing,Threat
398,2026-01-18 14:01:00,komal,192.168.86.104,Russia,Success,3,Mobile,macOS,Safari,8,Safe,Safe
399,2026-01-15 01:15:00,guest,192.168.24.34,Australia,Failed,6,Desktop,macOS,Edge,79,Brute Force,Threat
400,2026-01-01 18:47:00,aditya,192.168.252.102,Brazil,Success,0,Desktop,Windows,Chrome,22,Safe,Safe
401,2026-01-14 19:02:00,anita,192.168.73.88,Brazil,Success,0,Desktop,Linux,Safari,4,Safe,Safe
402,2026-01-31 07:09:00,alice,192.168.190.134,Germany,Failed,5,Desktop,Linux,Edge,78,Phishing,Threat
403,2026-01-20 06:31:00,admin,192.168.189.106,Australia,Success,3,Desktop,Android,Firefox,1,Safe,Safe
404,2026-02-01 00:48:00,aditya,192.168.26.4,India,Failed,4,Laptop,Ubuntu,Safari,94,Brute Force,Threat
405,2026-02-01 12:24:00,aditya,192.168.82.27,USA,Success,2,Desktop,Linux,Edge,14,Safe,Safe
406,2026-01-10 06:00:00,sneha,192.168.36.39,India,Failed,6,Laptop,Linux,Chrome,72,Brute Force,Threat
407,2026-02-01 01:20:00,alice,192.168.130.169,Japan,Success,0,Mobile,Android,Firefox,13,Safe,Safe
408,2026-01-28 11:47:00,aditya,192.168.123.17,China,Success,2,Desktop,macOS,Chrome,12,Safe,Safe
409,2026-01-04 06:12:00,aditya,192.168.163.162,Brazil,Success,0,Desktop,macOS,Safari,29,Safe,Safe
410,2026-01-29 18:37:00,admin,192.168.158.95,USA,Failed,7,Desktop,Linux,Firefox,91,Brute Force,Threat
411,2026-01-25 03:57:00,pooja,192.168.181.182,China,Failed,7,Laptop,Ubuntu,Safari,87,Brute Force,Threat
412,2026-01-03 19:44:00,priya,192.168.189.204,Germany,Failed,8,Laptop,Windows,Firefox,95,Credential Stuffing,Threat
413,2026-01-16 09:37:00,guest,192.168.173.42,Russia,Failed,5,Desktop,Linux,Chrome,74,Phishing,Threat
414,2026-01-19 16:07:00,pooja,192.168.13.217,Russia,Success,2,Desktop,Android,Edge,37,Safe,Safe
415,2026-01-04 22:04:00,admin,192.168.161.171,USA,Success,1,Mobile,Windows,Safari,15,Safe,Safe
416,2026-01-30 03:05:00,rahul,192.168.172.59,India,Success,0,Desktop,Ubuntu,Chrome,20,Safe,Safe
417,2026-01-09 02:40:00,anita,192.168.74.150,Australia,Failed,6,Mobile,macOS,Safari,83,Phishing,Threat
418,2026-01-01 14:38:00,sneha,192.168.63.53,Japan,Success,0,Laptop,Linux,Safari,25,Safe,Safe
419,2026-01-05 21:10:00,bob,192.168.185.120,China,Failed,4,Mobile,Ubuntu,Firefox,86,Brute Force,Threat
420,2026-01-30 07:23:00,john,192.168.204.253,Australia,Success,2,Desktop,Windows,Safari,8,Safe,Safe
421,2026-01-13 17:00:00,priya,192.168.108.200,Australia,Failed,5,Mobile,Linux,Firefox,95,Phishing,Threat
422,2026-01-11 16:29:00,guest,192.168.51.39,Brazil,Failed,6,Laptop,macOS,Edge,88,Brute Force,Threat
423,2026-01-15 12:25:00,alice,192.168.55.129,UK,Failed,4,Mobile,macOS,Firefox,90,Credential Stuffing,Threat
424,2026-01-30 23:12:00,john,192.168.10.228,Germany,Success,3,Laptop,Android,Edge,7,Safe,Safe
425,2026-01-22 21:42:00,test,192.168.179.139,Brazil,Success,2,Laptop,Linux,Chrome,24,Safe,Safe
426,2026-02-03 13:19:00,guest,192.168.161.131,Australia,Failed,4,Desktop,Android,Edge,77,Phishing,Threat
427,2026-01-23 23:56:00,sneha,192.168.235.100,Australia,Failed,4,Desktop,Linux,Chrome,90,Brute Force,Threat
428,2026-01-26 00:37:00,sneha,192.168.28.45,USA,Failed,5,Mobile,Ubuntu,Firefox,75,Phishing,Threat
429,2026-01-28 23:59:00,pooja,192.168.158.252,UK,Failed,5,Desktop,Windows,Firefox,70,Phishing,Threat
430,2026-01-25 16:26:00,bob,192.168.157.160,Australia,Success,3,Mobile,Linux,Chrome,25,Safe,Safe
431,2026-02-02 02:56:00,test,192.168.219.90,Brazil,Failed,6,Mobile,Ubuntu,Firefox,100,Malware,Threat
432,2026-01-15 15:05:00,komal,192.168.227.208,Russia,Success,1,Mobile,Android,Safari,19,Safe,Safe
433,2026-01-02 19:10:00,alice,192.168.213.215,Germany,Failed,7,Mobile,macOS,Chrome,78,Brute Force,Threat
434,2026-01-19 14:08:00,john,192.168.38.62,Russia,Failed,4,Laptop,Linux,Chrome,93,Malware,Threat
435,2026-01-15 16:43:00,bob,192.168.194.25,Brazil,Failed,6,Desktop,Linux,Edge,84,Brute Force,Threat
436,2026-01-30 08:24:00,alice,192.168.171.213,Russia,Failed,4,Mobile,Linux,Chrome,95,Malware,Threat
437,2026-01-09 15:57:00,rahul,192.168.251.122,UK,Success,2,Laptop,Windows,Edge,20,Safe,Safe
438,2026-01-27 07:31:00,anita,192.168.107.123,UK,Failed,5,Desktop,Linux,Edge,70,Brute Force,Threat
439,2026-01-08 14:20:00,bob,192.168.152.195,Russia,Failed,4,Mobile,Linux,Chrome,73,Malware,Threat
440,2026-01-28 18:28:00,alice,192.168.33.198,Australia,Failed,7,Mobile,Android,Edge,78,Credential Stuffing,Threat
441,2026-01-27 04:57:00,john,192.168.245.250,USA,Success,0,Mobile,Ubuntu,Chrome,14,Safe,Safe
442,2026-01-01 15:39:00,john,192.168.181.240,India,Failed,7,Desktop,Linux,Edge,99,Phishing,Threat
443,2026-01-15 15:54:00,admin,192.168.86.67,India,Success,0,Laptop,Ubuntu,Firefox,18,Safe,Safe
444,2026-02-02 10:34:00,komal,192.168.216.39,Australia,Success,2,Mobile,macOS,Safari,4,Safe,Safe
445,2026-01-03 11:49:00,bob,192.168.11.136,UK,Success,0,Mobile,Windows,Chrome,15,Safe,Safe
446,2026-01-06 06:36:00,vijay,192.168.160.168,China,Success,0,Mobile,Windows,Edge,17,Safe,Safe
447,2026-01-31 06:10:00,priya,192.168.246.251,China,Failed,5,Mobile,Linux,Edge,96,Malware,Threat
448,2026-01-31 09:33:00,vijay,192.168.227.49,UK,Failed,8,Mobile,Windows,Safari,85,Credential Stuffing,Threat
449,2026-01-03 11:43:00,test,192.168.230.10,India,Success,2,Mobile,Windows,Safari,2,Safe,Safe
450,2026-01-16 20:46:00,rahul,192.168.13.119,Germany,Failed,4,Mobile,Windows,Firefox,79,Brute Force,Threat
451,2026-01-02 19:14:00,sneha,192.168.191.76,USA,Success,2,Mobile,Ubuntu,Edge,23,Safe,Safe
452,2026-01-19 08:09:00,pooja,192.168.165.24,India,Failed,4,Laptop,Windows,Edge,88,Credential Stuffing,Threat
453,2026-01-08 09:58:00,sneha,192.168.13.73,China,Failed,7,Mobile,Android,Safari,71,Brute Force,Threat
454,2026-01-31 14:40:00,pooja,192.168.124.168,Russia,Success,3,Laptop,Android,Safari,23,Safe,Safe
455,2026-01-05 06:10:00,bob,192.168.192.163,Japan,Failed,6,Desktop,Windows,Edge,93,Phishing,Threat
456,2026-02-02 02:38:00,priya,192.168.70.205,UK,Failed,5,Laptop,macOS,Edge,78,Malware,Threat
457,2026-01-28 17:48:00,vijay,192.168.6.168,Brazil,Success,1,Desktop,Linux,Safari,38,Safe,Safe
458,2026-01-28 14:25:00,aditya,192.168.42.151,USA,Failed,6,Laptop,macOS,Safari,72,Credential Stuffing,Threat
459,2026-01-11 02:58:00,priya,192.168.147.40,Nigeria,Success,3,Desktop,Linux,Safari,39,Safe,Safe
